channel,raw_text
email,对账发现我们6月份一共付了两次MAEU6972090713的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
email,对账发现我们6月份一共付了两次EMCS7766074487的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
wechat,客户来电：仓库里的货要打出库单，系统显示待拣货状态三天了一直没动，问一下拣货排队要多久，能不能今天出。
email,客户来电：仓库里的货要打出库单，系统显示待拣货状态三天了一直没动，问一下拣货排队要多久，能不能今天出。
phone,请把这票MAEU6489111087的费用明细发我们一份：海运费、文件费、报关费分别列清楚，另外发票抬头要开成我们总公司，税号随后发你。
email,我们的设备从休斯敦进口，关税和增值税分别是多少？设备用于鼓励项目，听说可以办免税，需要什么手续和资料？
email,您好，我们的货在洛杉矶海关布控查验了，提单号EMCS3250801944，说是申报品名和实际货物可能不符，现在被扣货了。请问查验一般要多久？需要我们补充什么资料？客户催得非常急。
wechat,我们想下周三订一个40HQ从青岛出运到洛杉矶，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
email,您好，提单号OOLU2267384632这票货原计划09月13日从上海开船，但船公司通知舱位被甩了，现在客户催得紧，请帮忙确认最近的船期，或者看看有没有其他船司可以订舱。
email,今天下午到库的CBHU1156104柜货，外包装有几箱明显破损，请安排验货拍照留底，先不要上架，等我们确认处理方式。
email,在吗？TEMU4332737这个柜子的货今天能安排上架吗？上次说好今天入库的，电商那边等着上架销售呢，麻烦回个准信。
email,请问你们的系统对接方式有哪些？我们想了解下能不能和我们的ERP做数据对接，另外有没有操作培训资料？
wechat,请问仓库的收货时间是每天几点到几点？我们有一票货想约明天上午送仓，需要提前准备什么资料？
email,请问仓库的收货时间是每天几点到几点？我们有一票货想约明天上午送仓，需要提前准备什么资料？
email,您好，核对贵司上月账单时发现提单号MSCU4840411708多收了THC费：报价是USD210，账单上开了USD335，请核实并退回多收部分，否则这笔款我们暂缓支付。
phone,请问你们的账单多久出一期？付款后水单发到哪个邮箱？另外能不能把汇率和费用单价在账单备注里写清楚，方便我们财务对账。
email,这票HLCU1753032484的海关查验费和滞港费，是因为申报要素不完整导致的，这个费用应该我们出还是货代出？另外帮忙看看能不能申请快速放行。
email,帮我看下提单MAEU2277244907对应的货进了多少件数，和我们的装箱单差了45箱，是不是少收了？需要你们仓库盘点确认下。
email,提单号EMCS2906215682的货到迪拜港了，但是船公司说目的港拥堵要排队卸船，客户问还要等多久，这个延误证明能不能开一份给我们向客户交代？
wechat,你们的客服邮箱是不是换了？之前发的邮件被退回了，麻烦确认下最新的联系方式和值班时间。
wechat,问下GHCU7865417这个柜子还柜了吗？系统显示租箱公司还在计费，如果已经还场请把还柜单发我一份。
email,客户来电：仓库里的货要打出库单，系统显示待拣货状态三天了一直没动，问一下拣货排队要多久，能不能今天出。
phone,从广州到迪拜这条线的船期最近是不是延误严重？我们有两票货（提单号EMCS2584872186、EMCS3601446994）都比预计到港时间晚了一周以上，请给出最新的ETA。
phone,客户来电投诉：说好海运费锁价2800一个方，账单按3200收的，业务员说汇率涨了要补差价，合同里没这条，请给个说法，不然以后货不发你们家了。
wechat,问下TCLU7389943这个柜子还柜了吗？系统显示租箱公司还在计费，如果已经还场请把还柜单发我一份。
wechat,请把这票MAEU1367619081的费用明细发我们一份：海运费、文件费、报关费分别列清楚，另外发票抬头要开成我们总公司，税号随后发你。
wechat,您好，提单号HLCU6059501845这票货原计划09月04日从大连开船，但船公司通知舱位被甩了，现在客户催得紧，请帮忙确认最近的船期，或者看看有没有其他船司可以订舱。
wechat,麻烦帮我改单：提单号COSU2027645417，目的港收货人公司名称打错了一个字母，需要把提单上的收货人更正过来，费用我们承担，今天能改好吗？
email,客户来电投诉：说好海运费锁价2800一个方，账单按3200收的，业务员说汇率涨了要补差价，合同里没这条，请给个说法，不然以后货不发你们家了。
email,这批OOLU9479646366的账单能月结吗？我们每月货量大概80票，之前跟销售谈过账期30天，麻烦把账单汇总一下月底一起开票。
email,请问你们的账单多久出一期？付款后水单发到哪个邮箱？另外能不能把汇率和费用单价在账单备注里写清楚，方便我们财务对账。
email,帮我看下OOLU6308619610的报关单退税率是多少，品名是铝合金型材，客户说要按13%退税，我们不确定归类对不对，帮忙核一下。
email,对账发现我们6月份一共付了两次EMCS546362270的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
email,客户来电催件：OOLU8992481056这票货说好上周五到东京，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
wechat,第一次从厦门口岸出口，想确认下报关需要的全套资料：我们准备了装箱单、商业发票和报关草单，报关委托书是电子的还是要纸质盖章？HS编码4608.46，麻烦帮忙确认归类有没有问题。
email,您好，我们的货在长滩海关布控查验了，提单号HLCU9361338796，说是申报品名和实际货物可能不符，现在被扣货了。请问查验一般要多久？需要我们补充什么资料？客户催得非常急。
email,您好，我司一批货（提单号OOLU6957580528）已于昨日到仓，但截至目前库存系统里仍查不到入库记录，仓库也回复说找不到货位，麻烦尽快核实入库状态并回复，客户等着发货。
wechat,客户来电投诉：说好海运费锁价2800一个方，账单按3200收的，业务员说汇率涨了要补差价，合同里没这条，请给个说法，不然以后货不发你们家了。
phone,问下CBHU6331563这个柜子还柜了吗？系统显示租箱公司还在计费，如果已经还场请把还柜单发我一份。
wechat,我们在广州有一批货要发洛杉矶，20GP一个，想问下最近一周的船期和运价，另外需要含拖车和报关的门到门报价。
wechat,请问仓库的收货时间是每天几点到几点？我们有一票货想约明天上午送仓，需要提前准备什么资料？
wechat,我们想下周三订一个40HQ从厦门出运到洛杉矶，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
email,您好，提单号EMCS3038451957这票货原计划09月10日从深圳开船，但船公司通知舱位被甩了，现在客户催得紧，请帮忙确认最近的船期，或者看看有没有其他船司可以订舱。
email,客户来电：问下大连出口的木托盘是不是要做熏蒸消毒？我们没做熏蒸直接装柜了，会不会在口岸被查？现在柜子还没进港，还来得及处理吗？
wechat,客户来电：问下厦门出口的木托盘是不是要做熏蒸消毒？我们没做熏蒸直接装柜了，会不会在口岸被查？现在柜子还没进港，还来得及处理吗？
email,提单号OOLU8718271425的货到纽约港了，但是船公司说目的港拥堵要排队卸船，客户问还要等多久，这个延误证明能不能开一份给我们向客户交代？
wechat,今天下午到库的TEMU4535025柜货，外包装有几箱明显破损，请安排验货拍照留底，先不要上架，等我们确认处理方式。
wechat,下周三上午有一批从上海发来的货要进仓，大概23个托盘、12箱，麻烦帮忙预约入库时间，另外这批货需要重新贴标后再上架，贴标费用麻烦提前确认一下。
phone,从深圳到休斯敦这条线的船期最近是不是延误严重？我们有两票货（提单号MSCU7961351706、OOLU3396344958）都比预计到港时间晚了一周以上，请给出最新的ETA。
email,在吗？CBHU2615622这个柜子的货今天能安排上架吗？上次说好今天入库的，电商那边等着上架销售呢，麻烦回个准信。
email,我的税单怎么还没出来？OOLU6201791420这票上周就清关放行了，客户要税单做抵扣，请问税单一般多久能拿到？
email,为什么这票的文件费收了两次？提单号COSU911839103和EMCS8720489334是同一票货分出来的两份提单，文件费按理只收一份，请核实账单。
email,客户来电投诉：说好海运费锁价2800一个方，账单按3200收的，业务员说汇率涨了要补差价，合同里没这条，请给个说法，不然以后货不发你们家了。
wechat,请问仓库的收货时间是每天几点到几点？我们有一票货想约明天上午送仓，需要提前准备什么资料？
phone,今天下午到库的SEGU1633429柜货，外包装有几箱明显破损，请安排验货拍照留底，先不要上架，等我们确认处理方式。
phone,请把这票EMCS6518263314的费用明细发我们一份：海运费、文件费、报关费分别列清楚，另外发票抬头要开成我们总公司，税号随后发你。
phone,TEMU4360650上周三就已经还场了，为什么这个月账单还在收滞箱费？请核对免箱期和还柜记录，把这笔费用取消。
email,客户来电催件：MSCU5230446648这票货说好上周五到迪拜，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
wechat,客户来电投诉：说好海运费锁价2800一个方，账单按3200收的，业务员说汇率涨了要补差价，合同里没这条，请给个说法，不然以后货不发你们家了。
wechat,对账发现我们6月份一共付了两次COSU2400607428的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
email,这票OOLU1255671697的海关查验费和滞港费，是因为申报要素不完整导致的，这个费用应该我们出还是货代出？另外帮忙看看能不能申请快速放行。
email,第一次从广州口岸出口，想确认下报关需要的全套资料：我们准备了装箱单、商业发票和报关草单，报关委托书是电子的还是要纸质盖章？HS编码7920.33，麻烦帮忙确认归类有没有问题。
email,我们想下周三订一个40HQ从深圳出运到釜山，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
email,你们的客服邮箱是不是换了？之前发的邮件被退回了，麻烦确认下最新的联系方式和值班时间。
email,我们的设备从新加坡进口，关税和增值税分别是多少？设备用于鼓励项目，听说可以办免税，需要什么手续和资料？
phone,客户来电：仓库里的货要打出库单，系统显示待拣货状态三天了一直没动，问一下拣货排队要多久，能不能今天出。
email,您好，我司一批货（提单号HLCU9115028112）已于昨日到仓，但截至目前库存系统里仍查不到入库记录，仓库也回复说找不到货位，麻烦尽快核实入库状态并回复，客户等着发货。
email,我们在大连有一批货要发休斯敦，20GP一个，想问下最近一周的船期和运价，另外需要含拖车和报关的门到门报价。
email,从广州到纽约这条线的船期最近是不是延误严重？我们有两票货（提单号MSCU8383130753、HLCU6850131975）都比预计到港时间晚了一周以上，请给出最新的ETA。
email,提单号COSU6328942343的货到休斯敦港了，但是船公司说目的港拥堵要排队卸船，客户问还要等多久，这个延误证明能不能开一份给我们向客户交代？
email,请问你们的账单多久出一期？付款后水单发到哪个邮箱？另外能不能把汇率和费用单价在账单备注里写清楚，方便我们财务对账。
email,下周三上午有一批从厦门发来的货要进仓，大概33个托盘、20箱，麻烦帮忙预约入库时间，另外这批货需要重新贴标后再上架，贴标费用麻烦提前确认一下。
wechat,我们想下周三订一个40HQ从厦门出运到洛杉矶，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
email,请问你们的账单多久出一期？付款后水单发到哪个邮箱？另外能不能把汇率和费用单价在账单备注里写清楚，方便我们财务对账。
email,HLCU1795447268这票目的港代理说找不到舱单信息，让核对提单号和船名航次，请尽快和船司确认是不是舱单没发送，急等。
email,客户来电：问下大连出口的木托盘是不是要做熏蒸消毒？我们没做熏蒸直接装柜了，会不会在口岸被查？现在柜子还没进港，还来得及处理吗？
email,您好，核对贵司上月账单时发现提单号MSCU4276136758多收了THC费：报价是USD210，账单上开了USD335，请核实并退回多收部分，否则这笔款我们暂缓支付。
email,客户来电催件：HLCU8681187661这票货说好上周五到东京，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
phone,帮我看下提单HLCU3657315473对应的货进了多少件数，和我们的装箱单差了12箱，是不是少收了？需要你们仓库盘点确认下。
email,客户来电投诉：说好海运费锁价2800一个方，账单按3200收的，业务员说汇率涨了要补差价，合同里没这条，请给个说法，不然以后货不发你们家了。
phone,对账发现我们6月份一共付了两次MAEU9703400150的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
wechat,从上海到鹿特丹这条线的船期最近是不是延误严重？我们有两票货（提单号COSU3410547909、MSCU5072277002）都比预计到港时间晚了一周以上，请给出最新的ETA。
email,这批OOLU7644958420的账单能月结吗？我们每月货量大概80票，之前跟销售谈过账期30天，麻烦把账单汇总一下月底一起开票。
wechat,请问你们的系统对接方式有哪些？我们想了解下能不能和我们的ERP做数据对接，另外有没有操作培训资料？
wechat,请问你们的系统对接方式有哪些？我们想了解下能不能和我们的ERP做数据对接，另外有没有操作培训资料？
wechat,请把这票OOLU5610997463的费用明细发我们一份：海运费、文件费、报关费分别列清楚，另外发票抬头要开成我们总公司，税号随后发你。
email,在吗？TCLU7146400这个柜子的货今天能安排上架吗？上次说好今天入库的，电商那边等着上架销售呢，麻烦回个准信。
email,我们在青岛有一批货要发迪拜，20GP一个，想问下最近一周的船期和运价，另外需要含拖车和报关的门到门报价。
email,这票OOLU9458295189的海关查验费和滞港费，是因为申报要素不完整导致的，这个费用应该我们出还是货代出？另外帮忙看看能不能申请快速放行。
wechat,这批EMCS9369297286的账单能月结吗？我们每月货量大概120票，之前跟销售谈过账期30天，麻烦把账单汇总一下月底一起开票。
wechat,想了解一下你们公司能不能做保税区仓储和转口贸易相关的服务，我们有新项目想找长期合作伙伴，方便约个时间详聊吗？
email,问下TCLU1633110这个柜子还柜了吗？系统显示租箱公司还在计费，如果已经还场请把还柜单发我一份。
email,客户来电催件：MAEU6845191003这票货说好上周五到釜山，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
email,今天下午到库的TEMU3022334柜货，外包装有几箱明显破损，请安排验货拍照留底，先不要上架，等我们确认处理方式。
wechat,这批OOLU2526282426的账单能月结吗？我们每月货量大概60票，之前跟销售谈过账期30天，麻烦把账单汇总一下月底一起开票。
email,请问仓库的收货时间是每天几点到几点？我们有一票货想约明天上午送仓，需要提前准备什么资料？
email,对账发现我们6月份一共付了两次OOLU1157617830的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
wechat,您好，请问贵司官网的企业介绍和相关资质文件在哪里可以下载？我们采购部要做供应商准入审核，想了解一下你们的服务范围。
phone,帮我看下提单MAEU3554359624对应的货进了多少件数，和我们的装箱单差了60箱，是不是少收了？需要你们仓库盘点确认下。
wechat,我的税单怎么还没出来？EMCS4473945362这票上周就清关放行了，客户要税单做抵扣，请问税单一般多久能拿到？
email,客户来电催件：EMCS7230076816这票货说好上周五到迪拜，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
email,请问清关大概需要几个工作日？客户问提单号OOLU192292243这票什么时候能提货，海关那边还需要补充什么单证吗？
email,帮我看下提单MAEU7082725037对应的货进了多少件数，和我们的装箱单差了60箱，是不是少收了？需要你们仓库盘点确认下。
wechat,今天下午到库的GHCU3324928柜货，外包装有几箱明显破损，请安排验货拍照留底，先不要上架，等我们确认处理方式。
wechat,我们想下周三订一个40HQ从上海出运到温哥华，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
email,麻烦帮我改单：提单号MAEU664985269，目的港收货人公司名称打错了一个字母，需要把提单上的收货人更正过来，费用我们承担，今天能改好吗？
email,我们想下周三订一个40HQ从青岛出运到鹿特丹，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
wechat,对账发现我们6月份一共付了两次MSCU384053367的运费，金额都是USD2350，请核实是重复收款还是两笔不同费用，多收的部分请安排退款。
wechat,请问你们的系统对接方式有哪些？我们想了解下能不能和我们的ERP做数据对接，另外有没有操作培训资料？
email,客户来电催件：COSU2081470996这票货说好上周五到悉尼，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
wechat,我的税单怎么还没出来？HLCU6171190983这票上周就清关放行了，客户要税单做抵扣，请问税单一般多久能拿到？
wechat,问下TCLU3866974这个柜子还柜了吗？系统显示租箱公司还在计费，如果已经还场请把还柜单发我一份。
email,提单号COSU2790594504的货到鹿特丹港了，但是船公司说目的港拥堵要排队卸船，客户问还要等多久，这个延误证明能不能开一份给我们向客户交代？
wechat,请问仓库的收货时间是每天几点到几点？我们有一票货想约明天上午送仓，需要提前准备什么资料？
email,您好，我司一批货（提单号EMCS1599028775）已于昨日到仓，但截至目前库存系统里仍查不到入库记录，仓库也回复说找不到货位，麻烦尽快核实入库状态并回复，客户等着发货。
wechat,下周三上午有一批从天津发来的货要进仓，大概9个托盘、30箱，麻烦帮忙预约入库时间，另外这批货需要重新贴标后再上架，贴标费用麻烦提前确认一下。
wechat,客户来电催件：COSU6658641561这票货说好上周五到釜山，到现在还没消息，收货人一天三个电话催我们，请今天下班前给个准确答复。
email,我们想下周三订一个40HQ从厦门出运到纽约，是2类危险品，请问危险品舱位好订吗？需要提前多少天订舱？
